No,region,store,dates,order_items,reviews,taste_score,quantity_score,delivery_score,,order_세분화1,order_세분화2,order_세분화3,order_세분화4,order_세분화5,order_세분화6,order_세분화7,order_세분화8,,순살 여부
41027,교촌치킨,연남점,2021년 11월 28일,교촌허니콤보/1,괜찮은 것 같습니다,5,5,5,,허니콤보,,,,,,,,,
41028,교촌치킨,연남점,2021년 11월 28일,교촌반반오리지날/1,사장님 항상 맛있게 해주셔서 감사합니다!,5,5,5,,반반오리지날,,,,,,,,,
41029,교촌치킨,연남점,2021년 11월 28일,교촌반반오리지날/1,교촌에 푹 빠졌습니다 ㅎ,5,5,5,,반반오리지날,,,,,,,,,
41030,교촌치킨,연남점,2021년 11월 25일,"교촌허니콤보/1(디핑소스 추가(레드디핑소스,교촌허니머스타드소스)),교촌샐러드/1","친구의 추천으로 구입했습니다. 매우 맛있고, 볼륨감이 있습니다. 레드 소스가 좋아 ^^",5,5,5,,허니콤보,,,,,,,,,
41031,교촌치킨,연남점,2021년 11월 21일,교촌리얼후라이드/1,"이게 왜 유명하지 않지? 싶었어요ㅎㅎ 
교촌이 후라이드까지 잘 할 줄이야…",5,5,5,,리얼후라이드,,,,,,,,,
41032,교촌치킨,연남점,2021년 11월 19일,교촌레드오리지날/1,항상 맛있어서 시킵니다.  교촌치킨맛있어용!!,5,5,5,,레드오리지날,,,,,,,,,
41033,교촌치킨,연남점,2021년 11월 17일,교촌반반콤보/1(사이드 메뉴(선택안함)),늘 맛있게 잘먹고있어요!,5,5,5,,반반콤보,,,,,,,,,
41034,교촌치킨,연남점,2021년 11월 14일,교촌레드오리지날/1,배달빠르고 맛있어요 굿,5,5,5,,레드오리지날,,,,,,,,,
41035,교촌치킨,연남점,2021년 11월 13일,교촌허니순살[R]/1(디핑소스 추가(교촌잠발라야소스)),배달도 빠르고 맛있게 잘 먹었습니다☺️,5,5,5,,허니순살,,,,,,,,,
41036,교촌치킨,연남점,2021년 11월 11일,교촌윙/1,교촌은 항상 맛이있죵  배달비가 아깝지만.. ㅜㅜ,5,5,5,,윙후라이드,,,,,,,,,
41037,교촌치킨,연남점,2021년 11월 11일,교촌오리지날/1(사이드 메뉴(교촌퐁듀치즈볼)),맛있게 잘먹었습니다 한달에 한번밖에 못먹는 치킨  담달까지 어찌 기다리노,5,5,5,,오리지날, 사이드, 오리지날,,,,,,,
41038,교촌치킨,연남점,2021년 11월 08일,교촌레드오리지날/1,배달 빠르고 항상맛있네요,5,5,5,,레드오리지날,,,,,,,,,
41039,교촌치킨,연남점,2021년 11월 07일,교촌반반오리지날/1(사이드 메뉴(선택안함)),맛있게 잘 먹었습니다 ㅎㅎ,5,5,5,,반반오리지날,,,,,,,,,
41040,교촌치킨,연남점,2021년 11월 05일,교촌허니오리지날/1,배달 빠르고 역시 맛있네요 ㅎㅎ,5,5,5,,허니오리지날,,,,,,,,,
41041,교촌치킨,연남점,2021년 10월 31일,시그니처순살세트/1(사이드 메뉴(선택안함)),"잘먹었습니다~~
맛있고 배달도 빨라요",5,5,5,,시그니처순살세트,,,,,,,,,
41042,교촌치킨,연남점,2021년 10월 30일,교촌윙/1(사이드 메뉴(선택안함)),"먹다가찍엇어요
맛잇어요
교촌은 윙이 진리죠",5,5,5,,윙후라이드,,,,,,,,,
41043,교촌치킨,연남점,2021년 10월 30일,허니오리지날＋퐁듀치즈볼[6개]/1(사이드 메뉴(선택안함)),양이 정말 많았어요～,3,5,5,,허니오리지날, 사이드, 허니오리지날,,,,,,,
41044,교촌치킨,연남점,2021년 10월 29일,"교촌반반콤보/1(사이드 메뉴(선택안함),디핑소스 추가(교촌무우))",치킨이 좀 눅눅해요.,3,5,5,,반반콤보,,,,,,,,,
41045,교촌치킨,연남점,2021년 10월 29일,레드오리지날＋퐁듀치즈볼[6개]/1,배달빠르고 맛있어요,5,5,5,,레드오리지날, 사이드,,,,,,,,
41046,교촌치킨,연남점,2021년 10월 29일,"발사믹치킨/1,레드디핑소스/1",먹을만 했어요~ ~,5,5,5,,발사믹치킨,,,,,,,,,
41047,교촌치킨,연남점,2021년 10월 29일,교촌허니콤보/1(사이드 메뉴(선택안함)),바삭바삭 ㅎㅎ 마싯서용,5,5,5,,허니콤보,,,,,,,,,
41048,교촌치킨,연남점,2021년 10월 28일,시그니처순살세트/1(사이드 메뉴(교촌퐁듀치즈볼)),"너무 반죽이 안익은 것도 있고.. 잡내나는 부위도 있고.. 튀김이 질긴 부분도 있어요...
치즈볼은 맛있네요",2,2,5,,시그니처순살세트, 사이드,,,,,,,,
41049,교촌치킨,연남점,2021년 10월 28일,교촌오리지날＋퐁듀치즈볼[6개]/1(사이드 메뉴(선택안함)),오랜만에 교촌치킨 맛있네요 치즈볼 다른곳보다 맛있어요,5,5,5,,오리지날, 사이드, 오리지날,,,,,,,
41050,교촌치킨,연남점,2021년 10월 26일,교촌오리지날＋퐁듀치즈볼[6개]/1,"배달도빠르고 맛도있고 
잘먹었습니다",5,5,5,,오리지날, 사이드, 오리지날,,,,,,,
41051,교촌치킨,연남점,2021년 10월 26일,교촌오리지날＋퐁듀치즈볼[6개]/1(디핑소스 추가(교촌무우)),행사여도 배달 빨리 와서 맛나게 먹었어요. 치즈볼은 상콤달콤,5,5,5,,오리지날, 사이드, 오리지날,,,,,,,
41052,교촌치킨,연남점,2021년 10월 26일,허니오리지날＋퐁듀치즈볼[6개]/1(사이드 메뉴(선택안함)),교촌 허니는 언제쯤 질릴까요..,5,5,5,,허니오리지날, 사이드, 허니오리지날,,,,,,,
41053,교촌치킨,연남점,2021년 10월 25일,시그니처세트/1,시그니처 처음 먹어봄니다  너무 좋네요 !! 담번엔 수제맥주까지 마셔보겠습니당,5,5,5,,시그니처세트,,,,,,,,,
41054,교촌치킨,연남점,2021년 10월 20일,교촌반반오리지날/1,역쒸 교촌은 언제 먹어도 마싯져,5,5,5,,반반오리지날,,,,,,,,,
41055,교촌치킨,연남점,2021년 10월 18일,"교촌반반순살[R]/1,교촌웨지감자/1",맛있었어요. 잘 먹었습니다.,5,5,5,,반반순살, 사이드,,,,,,,,
41056,교촌치킨,연남점,2021년 10월 17일,교촌허니콤보/1,완전 맛있어요. 운동 후 먹는 꿀맛 치킨!,5,5,5,,허니콤보,,,,,,,,,
41057,교촌치킨,연남점,2021년 10월 16일,교촌레드윙/1,닭은 너무 맛있는데요. 치킨무가 쿰쿰한게 좀 상한맛이 나요. 관리 잘 하셔야겠어요.,4,5,5,,레드윙,,,,,,,,,
41058,교촌치킨,연남점,2021년 10월 16일,교촌반반윙/1,진리의 반반윙❤️❤️❤️,5,5,5,,반반윙,,,,,,,,,
41059,교촌치킨,연남점,2021년 10월 15일,교촌허니콤보/1(사이드 메뉴(선택안함)),오늘은 더 바삭바삭하고 맛있었어요,5,5,5,,허니콤보,,,,,,,,,
41060,교촌치킨,연남점,2021년 10월 11일,교촌반반콤보/1,간장맛에 기름이 조금 많았지만 그래도 밋있었어요~,4,5,5,,반반콤보,,,,,,,,,
41061,교촌치킨,연남점,2021년 10월 10일,교촌반반윙/1(사이드 메뉴(선택안함)),항상 맛있게 먹고 있써요~^^,5,5,5,,반반윙,,,,,,,,,
41062,교촌치킨,연남점,2021년 10월 08일,교촌허니콤보/1(디핑소스 추가(레드디핑소스)),"원래 매일 여기서 사먹었는데 오늘 왜이러죠 ㅠㅠㅠ 
주인분이 바뀌신건지 저게 봉인데 튀김옷이 너무너무 두껍고 닭이 더러워요… 아쉽네용 ㅠㅠㅠ",2,2,5,,허니콤보,,,,,,,,,
41063,교촌치킨,연남점,2021년 10월 02일,"교촌소이살살/1,교촌오리지날/1(디핑소스 추가(교촌무우))",조금만 더 바삭하게 해주세요~^^,4,5,5,,오리지날, 소이살살, 오리지날,,,,,,,
41064,교촌치킨,연남점,2021년 09월 28일,교촌허니오리지날/1,믿고먹는 교촌치킨!! 잘먹었어요~~~!!,5,5,5,,허니오리지날,,,,,,,,,
41065,교촌치킨,연남점,2021년 09월 27일,교촌허니순살[R]/1,교촌은 늘 맛있고 떡볶이랑 같이 먹으니까 더 맛있었습니다 :),5,5,5,,허니순살,,,,,,,,,
41066,교촌치킨,연남점,2021년 09월 25일,교촌반반콤보/1(사이드 메뉴(선택안함)),반반콤보 너무 맛있어요,5,5,5,,반반콤보,,,,,,,,,
41067,교촌치킨,연남점,2021년 09월 18일,"교촌반반순살[R]/2,코카콜라（1.25L）/1",맛잇고 배달도빠르네요,4,4,4,,반반순살,,,,,,,,,
41068,교촌치킨,연남점,2021년 09월 11일,교촌레드스틱S＋교촌허니순살S/1(사이드 메뉴(선택안함)),"단짠 허니 매콤 레드 아주 황홀한 조합입니다
맛있게 잘 먹었습니다!",5,5,5,,레드사이드, 허니순살, 레드사이드,,,,,,,
41069,교촌치킨,연남점,2021년 09월 07일,교촌오리지날/1,맛있고 배달도 빨라요,5,5,5,,오리지날,,,,,,,,,
41070,교촌치킨,연남점,2021년 09월 05일,교촌반반순살[R]/1(사이드 메뉴(선택안함)),생각보다 빨리오고 맛있었어요!!,5,5,5,,반반순살,,,,,,,,,
41071,교촌치킨,연남점,2021년 09월 04일,교촌허니콤보/1,"허니콤보에용 ㅎ
#식후감",5,5,5,,허니콤보,,,,,,,,,
41072,교촌치킨,연남점,2021년 09월 01일,교촌반반오리지날/1,오늘 튀겨진 정도 간 모든게 완벽했어요🙊❤️,5,5,5,,반반오리지날,,,,,,,,,
41073,교촌치킨,연남점,2021년 08월 30일,교촌허니콤보/1,치킨 맛있어요~~~,5,5,5,,허니콤보,,,,,,,,,
41074,교촌치킨,연남점,2021년 08월 29일,"교촌스틱/1(사이드 메뉴(교촌퐁듀치즈볼,교촌레드순살[S]))",넘맛있고 깨끗하고 빠른배달 감사합니다^^,5,4,5,,사이드, 레드순살, 사이드,,,,,,,
41075,교촌치킨,연남점,2021년 08월 27일,교촌허니오리지날/1,"리뷰 보고 주문해서 먹었는데 너무 맛있네요~
다음에 또 시켜먹을에요!!!",5,5,5,,허니오리지날,,,,,,,,,
41076,교촌치킨,연남점,2021년 08월 26일,교촌허니콤보/1,"매번 요청사항 잘 들어주시구 
정해진 시간 맞춰서 먹기 좋은 때 보내주셔서 감사합니다❤️❤️❤️❤️❤️❤️❤️❤️",5,5,5,,허니콤보,,,,,,,,,
41077,교촌치킨,연남점,2021년 08월 22일,"교촌허니콤보/1(사이드 메뉴(교촌고르곤치즈볼),디핑소스 추가(레드디핑소스,스리라차마요소스,트러플사워소스))",눈이 뒤집힐 정도로 맛있는 맛! 치킨은 여기가 제일 맛있어요,5,5,5,,허니콤보,,,,,,,,,
41078,교촌치킨,연남점,2021년 08월 22일,"교촌레허반반순살/1(사이드 메뉴(교촌샐러드（세트）,교촌칠리포테이토))",인생으로 처음에 교촌먹었어요ㅜㅜ 맛있어요ㅜㅜ,5,5,5,,레허반반순살,,,,,,,,,
41079,교촌치킨,연남점,2021년 08월 22일,"교촌허니콤보/1(디핑소스 추가(레드디핑소스)),레드디핑소스/1","맛있고 양도 많아요👍🏻
잘 먹었습니다ㅎㅎㅎ",5,5,5,,허니콤보,,,,,,,,,
41080,교촌치킨,연남점,2021년 08월 22일,"교촌라이스세트/1,교촌웨지감자/1,코카콜라（1.25L）/1",와 이렇게 바삭한 치킨 진짜 오랜만이에요. 완전 따끈따끈하게 도착해서 뒀다가 먹었는데도 따끈!!!,5,5,5,,라이스세트, 사이드,,,,,,,,
41081,교촌치킨,연남점,2021년 08월 15일,교촌오리지날/1,"바삭하고 맛있었는데 간장소스맛이
살짝 약했던거같네요~",5,5,5,,오리지날,,,,,,,,,
41082,교촌치킨,연남점,2021년 08월 13일,교촌레드윙/1(사이드 메뉴(선택안함)),맛있게 먹었어요 ㅂㅓㄴ창하세여,5,5,5,,레드윙,,,,,,,,,
41083,교촌치킨,연남점,2021년 08월 13일,교촌레허반반순살/1(디핑소스 추가(레드디핑소스)),교촌 연남점이 최고로 맛있어요!!,5,5,5,,레허반반순살,,,,,,,,,
41084,교촌치킨,연남점,2021년 08월 12일,교촌허니콤보/1,맛있게 맛있게 잘 먹었습니다,5,5,5,,허니콤보,,,,,,,,,
41085,교촌치킨,연남점,2021년 08월 12일,교촌레드콤보/1,맛있게   잘먹었어요,5,4,5,,레드콤보,,,,,,,,,
41086,교촌치킨,연남점,2021년 08월 10일,교촌반반오리지날/1,"요청사항도 항상 잘 들어 주시구 
다른지점에 비해 항상 따끈바삭하게 
보내주셔서 매번 감사드립니다
더운날씨 건강 조심하세요❤️",5,5,5,,반반오리지날,,,,,,,,,
41087,교촌치킨,연남점,2021년 08월 10일,교촌허니콤보/1(사이드 메뉴(선택안함)),따뜻하게 잘 받았습니다  허니 콤보로 아이와 함께 즐거운 복날 보냈습니다,5,5,5,,허니콤보,,,,,,,,,
41088,교촌치킨,연남점,2021년 08월 09일,교촌반반윙/1(사이드 메뉴(선택안함)),맛잇고좋아요ㅎㅎ자주이용할게요~,5,5,5,,반반윙,,,,,,,,,
41089,교촌치킨,연남점,2021년 08월 09일,교촌허니콤보/1,따끈따끈 역시 허니콤보임다~~연남점 정말 더 맛있어요~~정말 맛나게 잘먹었슴다!!!,5,5,5,,허니콤보,,,,,,,,,
41090,교촌치킨,연남점,2021년 08월 09일,교촌반반오리지날/1,언제나 맛있는 교촌 후회없네요,5,5,5,,반반오리지날,,,,,,,,,
41091,교촌치킨,연남점,2021년 08월 08일,교촌오리지날/1,맛있고요 배달도 빨라요,5,5,5,,오리지날,,,,,,,,,
41092,교촌치킨,연남점,2021년 08월 07일,교촌허니콤보/1(사이드 메뉴(선택안함)),타지점보다 맛있어서 항상 연남점에서 주문해요! 항상 너무 맛있어요 감사합니다,5,5,5,,허니콤보,,,,,,,,,
41093,교촌치킨,연남점,2021년 08월 06일,"교촌허니콤보/1(사이드 메뉴(선택안함)),코카콜라（1.25L）/1",넘 맛있어요!! 매번 시켜먹는 연남점이에욤,5,5,5,,허니콤보,,,,,,,,,
41094,교촌치킨,연남점,2021년 08월 03일,"교촌순살[R]/1,교촌웨지감자/1",맛있었어요. 잘 먹었습니다.,5,5,5,,순살, 사이드,,,,,,,,
41095,교촌치킨,연남점,2021년 08월 01일,교촌반반오리지날/1,"요청사항 잘 들어주셔서 감사합니다
덕분에 맛있게 먹었어요❤️",5,5,5,,반반오리지날,,,,,,,,,
41096,교촌치킨,연남점,2021년 07월 31일,"교촌허니콤보/1(디핑소스 추가(교촌무우,레드디핑소스))",바삭달콤 허니콤보 넘 맛나요,5,5,5,,허니콤보,,,,,,,,,
41097,교촌치킨,연남점,2021년 07월 31일,"교촌오리지날/1,교촌반반윙/1",양념맛이  오늘은  더  맛있었네오!!!!!,5,5,5,,오리지날, 반반윙, 오리지날, 반반윙, 반반윙,,,,,
41098,교촌치킨,연남점,2021년 07월 30일,교촌허니콤보/1,맛있게 잘 먹었습니다,5,5,5,,허니콤보,,,,,,,,,
41099,교촌치킨,연남점,2021년 07월 30일,교촌허니콤보/1,사랑합니다 교촌 ㅎㅎ,5,5,5,,허니콤보,,,,,,,,,
41100,교촌치킨,연남점,2021년 07월 29일,교촌레드오리지날/1(사이드 메뉴(쫀드칸꽈배기（시나몬슈가）)),오랜만에 레드 주문해봅니다. 맛있게 잘먹었어요. 배달비 오른건 아쉽네요.,5,5,5,,레드오리지날,,,,,,,,,
41101,교촌치킨,연남점,2021년 07월 29일,교촌레허반반순살/1,긋굿굿굿굿굿굿굿굿굿굿굿,5,5,5,,레허반반순살,,,,,,,,,
41102,교촌치킨,연남점,2021년 07월 28일,교촌허니순살[R]/1(사이드 메뉴(선택안함)),바싹바싹 ㅋㅋㅋ 교촌은 늘 짱이죠 ㅋㅋㅋㅋ,5,5,5,,허니순살,,,,,,,,,
41103,교촌치킨,연남점,2021년 07월 28일,교촌허니콤보/1,맛있다!!!!!!!!!!!,5,5,5,,허니콤보,,,,,,,,,
41104,교촌치킨,연남점,2021년 07월 28일,교촌레드콤보/1,맛있다!!!!!!!!!!,5,5,5,,레드콤보,,,,,,,,,
41105,교촌치킨,연남점,2021년 07월 23일,"교촌레드콤보/1,교촌허니콤보/1","굿굿^^ 
항상 맛있고~좋아하는곳입니다.
근데 요세 바쁘신지~~  쬐금 아쉬운면도있어요.
처음처럼 그대로유지해줘요~~~",5,5,5,,레드콤보, 허니콤보,,,,,,,,
41106,교촌치킨,연남점,2021년 07월 23일,"교촌리얼후라이드/1,교촌반반스틱/1","사진찍는걸 깜빡했네요....
맛있어요~",5,5,5,,리얼후라이드, 반반사이드,,,,,,,,
41107,교촌치킨,연남점,2021년 07월 23일,교촌허니콤보/1(사이드 메뉴(선택안함)),바삭바삭 맛있어요!!,5,5,5,,허니콤보,,,,,,,,,
41108,교촌치킨,연남점,2021년 07월 19일,"교촌콤보/1,소주（처음처럼）/1",오리지널 맛이야 비교불가이죠 배달도 시간보다 빨리 왔습니다~^^,5,5,5,,콤보,,,,,,,,,
41109,교촌치킨,연남점,2021년 07월 15일,교촌반반윙/1,맛있게 잘 먹었습니다^^,5,5,5,,반반윙,,,,,,,,,
41110,교촌치킨,연남점,2021년 07월 15일,교촌허니콤보/1(사이드 메뉴(선택안함)),언제나 굳굳입니닷!!,5,5,5,,허니콤보,,,,,,,,,
41111,교촌치킨,연남점,2021년 07월 13일,교촌반반오리지날/1(사이드 메뉴(선택안함)),언제나 실패 안하는 교촌 반반 🥰,5,5,5,,반반오리지날,,,,,,,,,
41112,교촌치킨,연남점,2021년 07월 12일,교촌반반콤보/1,"ㅠㅠㅠ 무가 쉬었어용,, ㅠㅠㅠ 날이더워수 그랬나봐요ㅠㅠㅠ 식재료 한번 확인 해보세용사장님ㅠㅠ",4,4,5,,반반콤보,,,,,,,,,
41113,교촌치킨,연남점,2021년 07월 12일,교촌허니콤보/1(사이드 메뉴(선택안함)),배달 빠르고 조리 완벽하고~ 말하기 입아프네요,5,5,5,,허니콤보,,,,,,,,,
41114,교촌치킨,연남점,2021년 07월 11일,교촌레허반반순살/1,좀 늦게쓰네요 ㅠㅠ 맛있었어요!,5,5,5,,레허반반순살,,,,,,,,,
41115,교촌치킨,연남점,2021년 07월 11일,교촌허니콤보/1,맛있게 잘 먹었습니다,5,5,5,,허니콤보,,,,,,,,,
41116,교촌치킨,연남점,2021년 07월 11일,"교촌오리지날/1,교촌콤보/1","빠른 배달 잘먹었습니당

담에 또 주문할게요",5,5,5,,오리지날, 콤보,,,,,,,,
41117,교촌치킨,연남점,2021년 07월 11일,교촌레드콤보/1,젤루조아요호훗하하하,5,5,5,,레드콤보,,,,,,,,,
41118,교촌치킨,연남점,2021년 07월 09일,교촌반반콤보/1(디핑소스 추가(레드디핑소스)),잘묵었스빈다람쥐!!!!!,5,5,5,,반반콤보,,,,,,,,,
41119,교촌치킨,연남점,2021년 07월 09일,교촌오리지날/1,믿고먹는 교촌오리지날,5,5,5,,오리지날,,,,,,,,,
41120,교촌치킨,연남점,2021년 07월 07일,교촌레허반반순살/1,레콤 맛있어요...,5,5,5,,레허반반순살,,,,,,,,,
41121,교촌치킨,연남점,2021년 07월 06일,교촌허니콤보/2,모~ 말이 필요없는 치킨이지만 연남점이 기름이 많지 않고 치킨도 정갈하게 준비해 주시는거 같아요~ 어제 두마리 시켜서 먹었는데~ 너무 맛있게 먹었습니다~ 교촌은 연남점에서만 시킬라고요~,5,5,5,,허니콤보,,,,,,,,,
41122,교촌치킨,연남점,2021년 06월 29일,"교촌리얼후라이드/1(사이드 메뉴(선택안함)),트러플사워소스/2",리얼후라이드 제 최애인데 많이들 잡솨보셔요 진짜 맛보장해요..❕👍🏻❕👍🏻❕,5,5,5,,리얼후라이드,,,,,,,,,
41123,교촌치킨,연남점,2021년 06월 28일,"교촌레드콤보/1,교촌허니콤보/1",맛있게  잘 먹었습니다,4,3,5,,레드콤보, 허니콤보,,,,,,,,
41124,교촌치킨,연남점,2021년 06월 26일,교촌허니콤보/1(사이드 메뉴(교촌웨지감자（세트）)),"이번에도 맛나게 잘 먹었습니다
연남점이 젤 맛나요~~!!",5,5,5,,허니콤보, 사이드,,,,,,,,
41125,교촌치킨,연남점,2021년 06월 25일,"교촌반반윙/1(사이드 메뉴(교촌웨지감자（세트）,교촌고르곤치즈볼)),코카콜라（1.25L）/1",너무 맛있었습니다!,5,5,5,,반반윙, 사이드,,,,,,,,
41126,교촌치킨,연남점,2021년 06월 22일,교촌허니콤보/1(디핑소스 추가(교촌무우)),배달도 빠르고 맛있었어요~,5,5,5,,허니콤보,,,,,,,,,
41127,교촌치킨,연남점,2021년 06월 18일,교촌허니콤보/1,허니콤보는 맛있어요 언제나,5,5,5,,허니콤보,,,,,,,,,
41128,교촌치킨,연남점,2021년 06월 18일,교촌레허반반순살/1(사이드 메뉴(쫀드칸꽈배기（콘치즈）)),맛있어요 꽈베기 강추,5,5,5,,레허반반순살,,,,,,,,,
41129,교촌치킨,연남점,2021년 06월 13일,교촌시그니처순살세트/1(디핑소스 추가(레드디핑소스)),사진은 못찍었지만 맛있고 배달도 빨라용^^ 세가지맛 다 먹고싶을 때 시키면 good!! 입니당ㅋ,5,5,5,,시그니처순살세트,,,,,,,,,
41130,교촌치킨,연남점,2021년 06월 11일,"교촌콤보/1(사이드 메뉴(선택안함)),교촌허니콤보/1(사이드 메뉴(교촌웨지감자（세트）),디핑소스 추가(교촌스위트칠리소스))",허니콤보가 역시 맛있네요. 다른 치킨들을 먹어봐도 결국은 허니콤보로 돌아오게 되는 것 같아요. 잘 먹었습니다.,5,5,4,,콤보, 허니콤보, 사이드,,,,,,,
41131,교촌치킨,연남점,2021년 06월 11일,교촌레드오리지날/1(디핑소스 추가(교촌허니머스타드소스)),너무 맛있었습니다!,5,5,5,,레드오리지날,,,,,,,,,
41132,교촌치킨,연남점,2021년 06월 10일,교촌허니콤보/1,"허니콤보 넘 맛나여. 순삭했어요
완전 뜨거워 더 맛나고 배달도 빠르고요",5,5,5,,허니콤보,,,,,,,,,
41133,교촌치킨,연남점,2021년 06월 08일,"교촌레허반반순살/1,생맥주（1000cc）/1",명불허전. 치킨은 역시 교촌.,5,5,5,,레허반반순살,,,,,,,,,
41134,교촌치킨,연남점,2021년 06월 08일,교촌허니콤보/1,양도 많고 배달도 빠르고 맛도 👍🏻👍🏻👍🏻,5,5,5,,허니콤보,,,,,,,,,
41135,교촌치킨,연남점,2021년 06월 06일,교촌허니콤보/1(사이드 메뉴(교촌퐁듀치즈볼)),맛있게 잘 먹었습니다,4,4,4,,허니콤보, 사이드,,,,,,,,
41136,교촌치킨,연남점,2021년 06월 06일,"교촌허니콤보/1,교촌궁중닭갈비볶음밥（간장맛）/1","배달 빠릅니다.
오늘은 다른분이 양념을 발랐는지 군데군데 많이 비어 있었습니다. 그래도 잘 먹었습니다!!
다음엔 쳑쳑하게 마구마구 발라주세요",4,5,5,,허니콤보,,,,,,,,,
41137,교촌치킨,연남점,2021년 06월 04일,"교촌오리지날/1,교촌반반윙/1",늘 진리 핵 꿀맛 맛있어요~,5,5,5,,오리지날, 반반윙, 오리지날, 반반윙, 반반윙,,,,,
41138,교촌치킨,연남점,2021년 05월 31일,교촌허니오리지날/1(사이드 메뉴(선택안함)),"맛있어요 
요청사항 들어주셔서 감사합니다~",5,5,5,,허니오리지날,,,,,,,,,
41139,교촌치킨,연남점,2021년 05월 28일,"교촌레드콤보/1,교촌허니콤보/1",맛도 최고 배달도 최고!👍👍,5,5,5,,레드콤보, 허니콤보,,,,,,,,
41140,교촌치킨,연남점,2021년 05월 25일,교촌반반오리지날/1(사이드 메뉴(선택안함)),맛있게 잘 먹었어요!,5,5,5,,반반오리지날,,,,,,,,,
41141,교촌치킨,연남점,2021년 05월 25일,"교촌레허반반순살/1(사이드 메뉴(교촌칠리포테이토)),코카콜라（1.25L）/1","너무 조아요
잘목었습니다",5,5,5,,레허반반순살,,,,,,,,,
41142,교촌치킨,연남점,2021년 05월 25일,"교촌허니콤보/1(사이드 메뉴(교촌퐁듀치즈볼),디핑소스 추가(레드디핑소스,교촌허니갈릭소스))",너무너무 맛잇게 잘먹었어요!!!!!,5,5,5,,허니콤보, 사이드,,,,,,,,
41143,교촌치킨,연남점,2021년 05월 24일,교촌허니콤보/1(사이드 메뉴(선택안함)),맛있었습니다아 수고하세요,5,5,5,,허니콤보,,,,,,,,,
41144,교촌치킨,연남점,2021년 05월 22일,교촌오리지날/1(사이드 메뉴(교촌웨지감자（세트）)),맛있고 배달 빨라용,4,5,5,,오리지날, 사이드,,,,,,,,
41145,교촌치킨,연남점,2021년 05월 22일,교촌레드스틱/1(디핑소스 추가(교촌허니머스타드소스)),너무 맛있었습니다 !,5,5,5,,레드사이드,,,,,,,,,
41146,교촌치킨,연남점,2021년 05월 21일,교촌허니콤보/1,맛있어요~ 치킨은 역시 교촌~,5,4,5,,허니콤보,,,,,,,,,
41147,교촌치킨,연남점,2021년 05월 19일,교촌허니콤보/1,최고입니다 진짜!!!,5,5,5,,허니콤보,,,,,,,,,
41148,교촌치킨,연남점,2021년 05월 19일,교촌허니콤보/1,역시 믿고 먹는 교촌입니다.,5,5,5,,허니콤보,,,,,,,,,
41149,교촌치킨,연남점,2021년 05월 18일,교촌레드콤보/1(디핑소스 추가(교촌허니머스타드소스)),너무 맜있었어요.❤︎,5,5,5,,레드콤보,,,,,,,,,
41150,교촌치킨,연남점,2021년 05월 17일,"교촌윙/1,생맥주（1000cc）/1","오늘은 맥주와 치킨입니당^^
딸램과 저 둘다 만족스런 갓치킨 비어죵♥
오늘도 고생한 모두 치킨비어 하셔용
치어쓰 ㅎ",5,5,5,,윙후라이드,,,,,,,,,
41151,교촌치킨,연남점,2021년 05월 17일,교촌반반콤보/1,"교촌 최고죠
강추해요",5,5,5,,반반콤보,,,,,,,,,
41152,교촌치킨,연남점,2021년 05월 17일,"교촌허니오리지날/1,스프라이트（500ml）사이즈업/1",맛있어요 양도 많고 배달도 빨랐어요,4,4,4,,허니오리지날,,,,,,,,,
41153,교촌치킨,연남점,2021년 05월 15일,교촌레드스틱/1,너무 맛있었습니다!,5,5,5,,레드사이드,,,,,,,,,
41154,교촌치킨,연남점,2021년 05월 10일,교촌허니콤보/1,빨리왔어용 ㅎㅎ맛있게 잘 먹었습니당,5,5,5,,허니콤보,,,,,,,,,
41155,교촌치킨,연남점,2021년 05월 08일,교촌살살치킨/1(사이드 메뉴(쫀드칸꽈배기（시나몬슈가）)),맛있어요 함께 주문한 꽈배기도 정말 맛있네요,5,5,5,,살살치킨, 살살치킨,,,,,,,,
41156,교촌치킨,연남점,2021년 05월 08일,"교촌반반윙/1(디핑소스 추가(교촌허니머스타드소스)),코카콜라（245ml）/1",너무 맛있었습니다 !,5,5,5,,반반윙,,,,,,,,,
41157,교촌치킨,연남점,2021년 05월 07일,교촌허니콤보/1,최고입니다 진짜 ㅎㅎ,5,5,5,,허니콤보,,,,,,,,,
41158,교촌치킨,연남점,2021년 05월 05일,"교촌허니콤보/1(디핑소스 추가(교촌무우,레드디핑소스))",넘 맛있었어요^^,5,5,5,,허니콤보,,,,,,,,,
41159,교촌치킨,연남점,2021년 05월 01일,"교촌허니콤보/1(사이드 메뉴(교촌웨지감자（세트）),디핑소스 추가(교촌잠발라야소스,교촌허니갈릭소스))",제 입맛엔 단데 신랑은 너무 맛있다네요 ㅋㅋ,5,5,5,,허니콤보, 사이드,,,,,,,,
41160,교촌치킨,연남점,2021년 04월 30일,교촌반반윙/1(디핑소스 추가(교촌허니머스타드소스)),너무 맛있었습니다!,5,5,5,,반반윙,,,,,,,,,
41161,교촌치킨,연남점,2021년 04월 30일,교촌허니콤보/1,처음시켰는데 배송굉장히 빨라요 양념이 조금짰어요,3,5,5,,허니콤보,,,,,,,,,
