No,region,store,dates,order_items,reviews,taste_score,quantity_score,delivery_score,,order_세분화1,order_세분화2,order_세분화3,order_세분화4,order_세분화5,order_세분화6,order_세분화7,order_세분화8,,순살 여부
36423,교촌치킨,성산2동점,2021년 11월 26일,교촌허니콤보/1,맛있게 잘 먹었습니다~,5,5,5,,허니콤보,,,,,,,,,X
36424,교촌치킨,성산2동점,2021년 11월 21일,"교촌살살치킨/1,교촌반반콤보/1(사이드 메뉴(교촌궁중닭갈비볶음밥（간장맛）))",치킨은 역시 교촌~,5,5,5,,반반콤보, 살살치킨, 살살치킨, 반반콤보,,,,,,X
36425,교촌치킨,성산2동점,2021년 11월 20일,"교촌윙/1,교촌레드스틱/1",맛있어요. 역시교촌 짱.,5,5,5,,윙, 레드사이드,,,,,,,,X
36426,교촌치킨,성산2동점,2021년 11월 18일,교촌윙/1,"매번   시켜먹는데 계속먹고싶은맛이에요
잘먹었습니다~~~~",5,5,5,,윙후라이드,,,,,,,,,X
36427,교촌치킨,성산2동점,2021년 11월 18일,교촌반반윙/1,교촌치킨 역시는역시,5,5,5,,반반윙,,,,,,,,,X
36428,교촌치킨,성산2동점,2021년 11월 17일,"교촌허니순살[R]/1(사이드 메뉴(교촌궁중닭갈비볶음밥（간장맛）)),사이다（1.25L）사이즈업/1",맛있어요 배달도 빨리 왔구요,5,5,5,,허니순살,,,,,,,,,0
36429,교촌치킨,성산2동점,2021년 11월 12일,교촌허니콤보/1,"항상 주문하는곳임. 주문시 요구사항도
잘 맞춰주시고 맛도 좋아요!~~~^^",5,5,5,,허니콤보,,,,,,,,,X
36430,교촌치킨,성산2동점,2021년 11월 11일,"교촌허니콤보/1,교촌반반오리지날/1",친절하고 맛있습니다,5,5,5,,허니콤보, 반반오리지날,,,,,,,,X
36431,교촌치킨,성산2동점,2021년 11월 07일,교촌윙/1,항상  여기서 시켜 먹어요~~~~^*^,5,4,5,,윙후라이드,,,,,,,,,X
36432,교촌치킨,성산2동점,2021년 11월 06일,"교촌순살[R]/1,콜라（1.25L）사이즈업/1",교촌은 진리죠 너무 맛있어요,5,5,5,,순살후라이드,,,,,,,,,0
36433,교촌치킨,성산2동점,2021년 11월 05일,"교촌리얼후라이드/1,교촌오리지날/1","오랜만에  교촌치킨이 땡겨서 시켰는데 기름이 오래됐는지
쓴맛이 나네요~ㅠㅠ
치킨은 퍽퍽하고 다릿살조차 퍽퍽해서 잘 안넘어 가구요~T-T
치킨 무만 잔뜩 먹었네요~ㅠㅠ
다음엔 맛난 치킨을 맛보길 기대하믄서......",1,5,5,,오리지날, 리얼후라이드,,,,,,,,X
36434,교촌치킨,성산2동점,2021년 11월 05일,"교촌윙/1,교촌레드스틱/1",늘먹던치킨..맛있어요. 추천추천.,5,5,5,,윙, 레드사이드,,,,,,,,X
36435,교촌치킨,성산2동점,2021년 11월 03일,시그니처세트/1,"닭이랑 튀김옷이 좀 뻣뻣하네요 
허니순살같은 경우에는 튀김옷이랑 닭이 너무 따로놀아요",3,5,5,,시그니처세트,,,,,,,,,X
36436,교촌치킨,성산2동점,2021년 11월 02일,교촌허니콤보/1(디핑소스 추가(레드디핑소스)),진짜 넘넘 맛있어요!!!❤️ 허니콤보최고에요ㅠㅠ,5,5,5,,허니콤보,,,,,,,,,X
36437,교촌치킨,성산2동점,2021년 11월 01일,"교촌순살[R]/1(디핑소스 추가(교촌무우)),교촌오리지날/1",맛있어요 포장도 깔끔하게 잘 왔어요,5,5,5,,오리지날, 순살, 오리지날,,,,,,,0
36438,교촌치킨,성산2동점,2021년 11월 01일,시그니처세트/1,다양한 맛을 동시에 즐길 수 있어서 좋아요,5,5,5,,시그니처세트,,,,,,,,,X
36439,교촌치킨,성산2동점,2021년 10월 30일,허니오리지날＋퐁듀치즈볼[6개]/1,"정말 겉바속촉의 대박 치킨!!! 직접 매장에서 먹어도 맛있고, 주문해서 먹어도 ~ 역시 맛이 좋습니다!!! 여기서 천 번 사서 드세요!!!",5,5,5,,허니오리지날, 사이드, 허니오리지날,,,,,,,X
36440,교촌치킨,성산2동점,2021년 10월 29일,시그니처순살세트/1,맛있게 먹었어요! 요청사항 들어주셔서 감사합니다,5,5,5,,시그니처순살세트,,,,,,,,,0
36441,교촌치킨,성산2동점,2021년 10월 28일,허니오리지날＋퐁듀치즈볼[6개]/1,"배달 엄청 빨라서 놀랐어요
그런데 닭이 몇호인지 넘 작아서 또 한번 놀랐어요
다리는 3개인거같고 날개는 1개인거 같아 다시한번 놀랐답니다.. 너무 짜고 달고.. 원래 먹던 마포구청 가까운 지점이 맞나 싶었어요..",2,1,5,,허니오리지날, 사이드, 허니오리지날,,,,,,,X
36442,교촌치킨,성산2동점,2021년 10월 27일,허니오리지날＋퐁듀치즈볼[6개]/1,배달 너무 빠르고 퐁듀 치즈볼 정말 맛있어요-!!,5,5,5,,허니오리지날, 사이드, 허니오리지날,,,,,,,X
36443,교촌치킨,성산2동점,2021년 10월 27일,시그니처세트/1,"세가지 맛
따~~~~~봉!",5,5,5,,시그니처세트,,,,,,,,,X
36444,교촌치킨,성산2동점,2021년 10월 26일,시그니처세트/1,#식후감 세가지맛을 즐길수있어서 너무 좋은것같아요 맛있고 양도 많고 배달도 빨라서 너무 좋았어요~♡,5,5,5,,시그니처세트,,,,,,,,,X
36445,교촌치킨,성산2동점,2021년 10월 25일,시그니처순살세트/1,역시 시그니처는 맵단짠의 조화가 환상이죠..,5,5,5,,시그니처순살세트,,,,,,,,,0
36446,교촌치킨,성산2동점,2021년 10월 24일,교촌콤보/1,치킨은 교촌이죠~~~~,5,5,5,,콤보,,,,,,,,,X
36447,교촌치킨,성산2동점,2021년 10월 22일,교촌허니콤보/1(디핑소스 추가(레드디핑소스)),"배달로 좀 짜증났는데 너무 맛있어서 마음 녹아써요,,",4,3,1,,허니콤보,,,,,,,,,X
36448,교촌치킨,성산2동점,2021년 10월 21일,"교촌레드콤보/1,교촌허니콤보/1,레드디핑소스/2",늘 시키는 지점인데다가 늘 친절하시고 오늘따라 치킨은 왜이리 영롱한지!! 잘먹겠습니다 ><,5,5,5,,레드콤보, 허니콤보,,,,,,,,X
36449,교촌치킨,성산2동점,2021년 10월 18일,교촌허니콤보/1,"엄청 빠르고 맛 또한 좋아요
깨끗하게 포장해서 주시네요
사진은 바로 먹어서 못찍었네요
다음엔 꼭 찍어서 올릴께요",5,5,5,,허니콤보,,,,,,,,,X
36450,교촌치킨,성산2동점,2021년 10월 18일,교촌레드오리지날/1,언제나맛있는레드~~~,5,5,5,,레드오리지날,,,,,,,,,X
36451,교촌치킨,성산2동점,2021년 10월 15일,"교촌허니콤보/1,레드디핑소스/1,교촌스위트칠리소스/1",뭐 늘 맛잇쥬 ㅋㅋㅋ,5,3,5,,허니콤보,,,,,,,,,X
36452,교촌치킨,성산2동점,2021년 10월 15일,교촌허니순살[R]/1,교촌은 순살이 진리입니다ㅎㅎ 정말 맛있게 먹었어요,5,5,4,,허니순살,,,,,,,,,0
36453,교촌치킨,성산2동점,2021년 10월 11일,교촌레드콤보/1,맛나부렀습니다요 냠냠,5,5,5,,레드콤보,,,,,,,,,X
36454,교촌치킨,성산2동점,2021년 10월 10일,교촌레드순살[R]/1(사이드 메뉴(교촌순살[S]（간장）)),너무 맛있게 잘 먹었습니다~!!!,5,5,5,,순살, 레드순살,,,,,,,,0
36455,교촌치킨,성산2동점,2021년 10월 10일,"교촌스틱/1,교촌레드윙/1",굿..맛잇어요.역시교촌치킨..,5,5,5,,사이드, 레드윙,,,,,,,,X
36456,교촌치킨,성산2동점,2021년 10월 08일,"교촌허니콤보/1(사이드 메뉴(교촌퐁듀치즈볼)),교촌웨지감자/1","아이들이 좋아해서 자주 시켜요~
배달도 빠르고 맛있어요~^^",5,5,5,,허니콤보, 사이드,,,,,,,,X
36457,교촌치킨,성산2동점,2021년 10월 07일,교촌살살치킨/1,배달도 빠르고 친절하시고 맛도 최고에요 ~^.^,5,5,5,,살살치킨, 살살치킨,,,,,,,,X
36458,교촌치킨,성산2동점,2021년 10월 07일,교촌반반윙/1,"맛있게 먹었어요. 웨지감자도 잘 받았습니다. 
(사진은 다음에 먹으려 담아둔 치킨을  올린거에요 ;)",5,5,5,,반반윙,,,,,,,,,X
36459,교촌치킨,성산2동점,2021년 10월 06일,교촌윙/1,맛있어요 역시 교촌~~,5,5,5,,윙후라이드,,,,,,,,,X
36460,교촌치킨,성산2동점,2021년 10월 05일,교촌레드순살[R]/1,맛있어요 잘먹었어요! 또시킬께요^^,5,5,5,,레드순살,,,,,,,,,0
36461,교촌치킨,성산2동점,2021년 10월 05일,"교촌윙/1,교촌레드윙/1",배달빠라요  맛 좋아요....,5,5,5,,윙, 레드윙,,,,,,,,X
36462,교촌치킨,성산2동점,2021년 10월 05일,교촌반반콤보/1(사이드 메뉴(교촌고르곤치즈볼)),매번시켜먹는데 참 좋아요,5,5,5,,반반콤보,,,,,,,,,X
36463,교촌치킨,성산2동점,2021년 10월 04일,교촌윙/1,"교촌 치킨 오랜만에 먹었네요
배송이 빨랐습니다",4,5,5,,윙후라이드,,,,,,,,,X
36464,교촌치킨,성산2동점,2021년 10월 04일,교촌레드순살[R]/1,옛날엔 매일 먹어도 맛있었는데 이젠 1년에 1번도 버거울 정도네요,1,1,5,,레드순살,,,,,,,,,0
36465,교촌치킨,성산2동점,2021년 09월 30일,교촌레허반반순살/1,잘 먹었습니다. 다음에 또 주문할게요,4,3,5,,레허반반순살,,,,,,,,,0
36466,교촌치킨,성산2동점,2021년 09월 18일,"교촌윙/1,교촌레드윙/1",배달이 빠르고 좋네요,5,5,5,,윙, 레드윙,,,,,,,,X
36467,교촌치킨,성산2동점,2021년 09월 17일,교촌레드순살[R]/1,맛있어요~ 바삭바삭 교촌치킨!,5,5,5,,레드순살,,,,,,,,,0
36468,교촌치킨,성산2동점,2021년 09월 17일,"교촌치즈트러플순살/1,교촌살살치킨/1,쫀드칸꽈배기（시나몬슈가）/1",..........,5,5,5,,치즈트러플순살, 살살치킨, 살살치킨,,,,,,,0
36469,교촌치킨,성산2동점,2021년 09월 16일,교촌반반윙/1,"오늘.... 정말 맛있었네요 ^_________^
항상 맛있었지만 가끔 조금 과한 
바삭일때 있었는데
오늘 겉바속촉 완벽했습니다
감사합니다
아 사진은 찍으려니 다먹어서 못찍었습니다",5,5,5,,반반윙,,,,,,,,,X
36470,교촌치킨,성산2동점,2021년 09월 12일,교촌허니순살[R]/1,가게가 멀어서 늦게 배달되는 것은 아닐까 걱정했는데 빨리 가져다주셨습니다.,5,5,5,,허니순살,,,,,,,,,0
36471,교촌치킨,성산2동점,2021년 09월 12일,교촌허니콤보/1,"넘맛있어서 사진을 못찍었어요~~
배달은 예상시간보다 매우빨리왔어요^^
양도 많고 넘넘 맛있어요~~~",5,5,5,,허니콤보,,,,,,,,,X
36472,교촌치킨,성산2동점,2021년 09월 11일,"교촌허니콤보/1,교촌반반콤보/1",늘 한결 같은 맛 입니다,5,5,5,,허니콤보, 반반콤보,,,,,,,,X
36473,교촌치킨,성산2동점,2021년 09월 04일,교촌콤보/1(사이드 메뉴(교촌레드순살[S])),맛있게 잘먹었어요..,5,5,5,,콤보, 레드순살,,,,,,,,0
36474,교촌치킨,성산2동점,2021년 09월 01일,교촌반반윙/1,"우리집 아이들도 교촌밖에 안먹어요..
맛있어요..",5,5,5,,반반윙,,,,,,,,,X
36475,교촌치킨,성산2동점,2021년 08월 31일,"교촌웨지감자/1,교촌허니순살[S]/1,레드디핑소스/1,교촌스위트칠리소스/1",역시 치킨은 교촌 잘 먹었습니다!,5,5,5,,허니순살, 사이드,,,,,,,,0
36476,교촌치킨,성산2동점,2021년 08월 29일,교촌허니콤보/1,교촌 오랜만에 먹었는데 여전히 너무너무 맛있네요^^,5,5,5,,허니콤보,,,,,,,,,X
36477,교촌치킨,성산2동점,2021년 08월 29일,교촌레드순살[R]/1,맛있어요 잘먹었어요.,5,5,5,,레드순살,,,,,,,,,0
36478,교촌치킨,성산2동점,2021년 08월 29일,교촌허니콤보/1,언제나 교촌은 진리죠,5,5,5,,허니콤보,,,,,,,,,X
36479,교촌치킨,성산2동점,2021년 08월 27일,교촌반반윙/1,맛있게 잘 먹었습니다!,5,5,5,,반반윙,,,,,,,,,X
36480,교촌치킨,성산2동점,2021년 08월 26일,교촌허니콤보/1,배달도 빠르고 치킨 맛있어요^^,5,5,5,,허니콤보,,,,,,,,,X
36481,교촌치킨,성산2동점,2021년 08월 25일,"교촌반반콤보/1(디핑소스 추가(교촌무우)),콜라（1.25L）사이즈업/1",배달도 빠르고 맛나네요,5,5,5,,반반콤보,,,,,,,,,X
36482,교촌치킨,성산2동점,2021년 08월 24일,교촌허니콤보/1(사이드 메뉴(교촌퐁듀치즈볼)),배송 빠르게 와서 따뜻할때 맛나게 먹었습니다~,5,5,5,,허니콤보, 사이드,,,,,,,,X
36483,교촌치킨,성산2동점,2021년 08월 23일,교촌살살치킨/1,바삭하고 맛있게 잘먹었습니다.,5,5,5,,살살치킨, 살살치킨,,,,,,,,X
36484,교촌치킨,성산2동점,2021년 08월 22일,교촌반반윙/1,언제나 맛있는 교촌! 길 건너 바로 앞인데 배달비 3000원은 선 넘었어요! 그래도 맛있으니 별점 네개..,4,4,4,,반반윙,,,,,,,,,X
36485,교촌치킨,성산2동점,2021년 08월 22일,"교촌허니콤보/1(사이드 메뉴(쫀드칸꽈배기（콘치즈）)),사이다（1.25L）사이즈업/1","가까워서 그런가 배달 엄총 빠르네여...
감사합니다!!!잘먹었어요🙂",5,5,5,,허니콤보,,,,,,,,,X
36486,교촌치킨,성산2동점,2021년 08월 21일,교촌반반오리지날/1,오랫만에 치킨이 생각나서 저녁대신 치맥으로 ㅎ,4,4,4,,반반오리지날,,,,,,,,,X
36487,교촌치킨,성산2동점,2021년 08월 20일,교촌허니콤보/1,맛있게 잘 먹었습니다,5,5,5,,허니콤보,,,,,,,,,X
36488,교촌치킨,성산2동점,2021년 08월 17일,교촌허니콤보/1,"신속한 배달 감사해요~
맛있게 잘 먹었습니다",5,5,5,,허니콤보,,,,,,,,,X
36489,교촌치킨,성산2동점,2021년 08월 14일,"교촌허니콤보/1,교촌웨지감자/1",배송이 빠르고 좋아요!,5,5,5,,허니콤보, 사이드,,,,,,,,X
36490,교촌치킨,성산2동점,2021년 08월 13일,교촌허니콤보/1,맛있는치킨과 빠른배달감사합니다^^,5,5,5,,허니콤보,,,,,,,,,X
36491,교촌치킨,성산2동점,2021년 08월 12일,교촌허니콤보/1(디핑소스 추가(교촌무우)),맛있게 잘먹었음다요,5,5,5,,허니콤보,,,,,,,,,X
36492,교촌치킨,성산2동점,2021년 08월 10일,교촌허니콤보/1,치킨 40~50분이라고 해서 시켰는데 1시간 반이넘어도 안오네요. 전화해서 취소해달라고했어요,1,1,1,,허니콤보,,,,,,,,,X
36493,교촌치킨,성산2동점,2021년 08월 09일,교촌윙/1,간만에먹었는데 포장지도바뀌고그랬네요,5,5,5,,윙후라이드,,,,,,,,,X
36494,교촌치킨,성산2동점,2021년 08월 08일,"교촌콤보/1,교촌허니콤보/1",맛있어여 빠른배송이에요,5,5,5,,콤보, 허니콤보,,,,,,,,X
36495,교촌치킨,성산2동점,2021년 08월 07일,"교촌허니콤보/1,콜라（1.25L）사이즈업/1",사진은 못찍었지만 양도많고 맛있어요~~~,5,5,5,,허니콤보,,,,,,,,,X
36496,교촌치킨,성산2동점,2021년 08월 06일,교촌반반윙/1,오늘 유난히 더 밋있게 조리되어있어요,5,5,5,,반반윙,,,,,,,,,X
36497,교촌치킨,성산2동점,2021년 08월 04일,교촌레드콤보/1,배달도 빠르고 맛있습니다,5,5,5,,레드콤보,,,,,,,,,X
36498,교촌치킨,성산2동점,2021년 08월 03일,교촌반반콤보/1,"한달에 몇번씩 시켜먹는 곳인데 지난번에 선물받은  상품권으로 시켰던 치킨이 냄새가 나길래 기분이 그랬는데 오늘 시킨 치킨도 냄새가 약간 나네요.신선하지 않은 치킨 특유의 냄새가 났어요ㅠ.그리고,조리하시는 분이 바뀐건지 치킨도 너무 과하게 튀겨졌고 양념도 너무 짜네요.단골인데 주인이 바뀐건가 싶어요.",3,3,4,,반반콤보,,,,,,,,,X
36499,교촌치킨,성산2동점,2021년 08월 01일,교촌허니콤보/1,너무 맛있어요 번창하세요,5,5,5,,허니콤보,,,,,,,,,X
36500,교촌치킨,성산2동점,2021년 08월 01일,교촌허니콤보/1,배달도 빠르고맛있어요,4,4,4,,허니콤보,,,,,,,,,X
36501,교촌치킨,성산2동점,2021년 07월 31일,교촌반반윙/1,치킨먹느라 축구 못봤습니다,5,5,5,,반반윙,,,,,,,,,X
36502,교촌치킨,성산2동점,2021년 07월 31일,교촌레드윙/1,"이번에도 빠른배달, 요청사항 잘들어주시고  감사합니다 ~",5,5,5,,레드윙,,,,,,,,,X
36503,교촌치킨,성산2동점,2021년 07월 30일,교촌레허반반순살/1,"매번 교촌치킨은 이곳에서 시킵니다. 사장님이 친절하시고 쿠폰도 매번 챙겨주셔서요. 그런데 오늘은 전혀 그렇지 않았습니다. 우선 잘못은 제가 했습니다. 비대면 배달을 체크해두고 쿠폰을 쓴다고 했으니까요. 그래서 여사장님께서 전화주셨는데요, 설명 해주시기에 그러면 집앞에서 전화주시면 쿠폰을 드리겠다고 말씀 드렸습니다. 그랬는데 제 얘기는 듣지도 않으시고 퉁명스레 ""문앞에 두겠습니다."" 라고 하시고는 일방적으로 전화를 끊으시더군요. 전 전화가 끊긴지도 몰랐습니다. 금요일 저녁이라 바쁘셨겠다고 생각하면서도 기분이 아직껏 많이 나쁘네요.",3,3,5,,레허반반순살,,,,,,,,,0
36504,교촌치킨,성산2동점,2021년 07월 30일,교촌레드윙/1,교촌 is 교촌 :),4,4,4,,레드윙,,,,,,,,,X
36505,교촌치킨,성산2동점,2021년 07월 29일,교촌윙/1,짭짤하고 바삭하니 넘맛있네요^~^,5,5,5,,윙후라이드,,,,,,,,,X
36506,교촌치킨,성산2동점,2021년 07월 28일,교촌레드윙/1,배달도 빠르고 레드윙 맛있어요 ~,5,5,5,,레드윙,,,,,,,,,X
36507,교촌치킨,성산2동점,2021년 07월 26일,교촌오리지날/1(사이드 메뉴(교촌퐁듀치즈볼)),빠르게 배달이 오긴했는데 전반적으로 너무 많이 튀겨져서 좀 별로였어요~~ 다음에는 조금 더 신경써 주시면 좋을듯요~~,3,4,5,,오리지날, 사이드, 오리지날,,,,,,,X
36508,교촌치킨,성산2동점,2021년 07월 23일,교촌시그니처순살세트/1,레드랑 허니가 조합이 좋아요 맵단맵단.. 웨지감자도 서비스로 더 보내주셔서 감사히 잘먹었습니다.. 배달도 빠르게 왔어요..,5,5,5,,시그니처순살세트,,,,,,,,,0
36509,교촌치킨,성산2동점,2021년 07월 22일,교촌레드윙/1,맛있어요 ~,5,5,5,,레드윙,,,,,,,,,X
36510,교촌치킨,성산2동점,2021년 07월 19일,"교촌허니순살[R]/1(사이드 메뉴(교촌웨지감자（세트）)),사이다（1.25L）사이즈업/1","딱딱했어요.
그래도 치킨은 교촌",3,5,5,,허니순살, 사이드,,,,,,,,0
36511,교촌치킨,성산2동점,2021년 07월 18일,교촌허니순살[R]/1,허니콤보 맛 있어요.,5,5,5,,허니순살,,,,,,,,,0
36512,교촌치킨,성산2동점,2021년 07월 17일,교촌오리지날/2,.,5,5,5,,오리지날,,,,,,,,,X
36513,교촌치킨,성산2동점,2021년 07월 16일,교촌허니콤보/1,허니콤보 짱맛입니다요,3,5,5,,허니콤보,,,,,,,,,X
36514,교촌치킨,성산2동점,2021년 07월 13일,교촌반반윙/1,"넘 맛있게 잘 튀겨주셔서 감사합니다.
근데 여긴 왜 교촌음료 안주고 콜라를 주시나요?
궁금하네요 고것참",5,5,5,,반반윙,,,,,,,,,X
36515,교촌치킨,성산2동점,2021년 07월 11일,"교촌리얼후라이드/1(사이드 메뉴(쫀드칸꽈배기（콘치즈）,쫀드칸꽈배기（시나몬슈가）),디핑소스 추가(교촌무우)),교촌허니콤보/1(디핑소스 추가(교촌무우))","오랜만에 온 가족이 모여 점심에 맛난 한끼 
너무 맛나게 잘 먹었어요
교촌은 뼈도 순살도 너무 맛나요^^",5,5,5,,허니콤보, 리얼후라이드,,,,,,,,X
36516,교촌치킨,성산2동점,2021년 07월 10일,교촌허니콤보/1,"교촌은 역시 허니콤보죠ㅎㅎ
아이들이 엄청 잘 먹어요~~",5,5,5,,허니콤보,,,,,,,,,X
36517,교촌치킨,성산2동점,2021년 07월 09일,교촌허니콤보/1,항상 시켜먹던곳이라 믿고시켰는데 이번엔 닭뼈에서 잡내가 많이 났어요.,4,4,3,,허니콤보,,,,,,,,,X
36518,교촌치킨,성산2동점,2021년 07월 09일,교촌허니콤보/1(사이드 메뉴(교촌허니순살[S])),맛있게잘먹었습니다!!!!,5,5,5,,허니콤보, 허니순살,,,,,,,,0
36519,교촌치킨,성산2동점,2021년 07월 06일,교촌오리지날/1(디핑소스 추가(스리라차마요소스)),맛있고 배달도 빨랐어요,4,3,4,,오리지날,,,,,,,,,X
36520,교촌치킨,성산2동점,2021년 07월 06일,"교촌허니콤보/1(사이드 메뉴(교촌웨지감자（세트）,교촌퐁듀치즈볼))","아이들이 허니콤보 좋아해요~
맛있고 배달도 빠르고 잘 먹었습니다~^^",5,5,5,,허니콤보, 사이드,,,,,,,,X
36521,교촌치킨,성산2동점,2021년 07월 03일,교촌콤보/1,아이가 좋아해요 맛있게 먹었어요,5,5,5,,콤보,,,,,,,,,X
36522,교촌치킨,성산2동점,2021년 07월 02일,교촌반반오리지날/1,불금엔 치킨에 맥주가 정답!,4,4,4,,반반오리지날,,,,,,,,,X
36523,교촌치킨,성산2동점,2021년 07월 02일,교촌레드오리지날/1,너무 맛나게 먹었습니다 ㅎ,5,5,5,,레드오리지날,,,,,,,,,X
36524,교촌치킨,성산2동점,2021년 07월 01일,교촌반반윙/1,너무 맛있게 먹었어요.,5,5,5,,반반윙,,,,,,,,,X
36525,교촌치킨,성산2동점,2021년 07월 01일,교촌허니오리지날/1(사이드 메뉴(교촌순살[S]（간장）)),허니시리즈 맛있어요!,5,5,5,,순살, 허니오리지날,,,,,,,,0
36526,교촌치킨,성산2동점,2021년 06월 28일,"교촌반반콤보/1(사이드 메뉴(교촌고르곤치즈볼,쫀드칸꽈배기（콘치즈）))",너무 맛있게 잘먹었어요 꽈배기도 쫀든하고 치즈볼은 꼬숩고..  한가지 감튀 쿠폰을 깜박하고 못드렸네요.. 잊지않고 있다가 담번에 꼭 챙겨 드릴게요..^^,5,5,5,,반반콤보,,,,,,,,,X
36527,교촌치킨,성산2동점,2021년 06월 25일,교촌반반콤보/1,간이 쎄지만 맛있음,5,4,4,,반반콤보,,,,,,,,,X
36528,교촌치킨,성산2동점,2021년 06월 21일,교촌오리지날/2(사이드 메뉴(교촌웨지감자（세트）)),.,5,5,5,,오리지날, 사이드,,,,,,,,X
36529,교촌치킨,성산2동점,2021년 06월 20일,교촌레드윙/1,맛있게 잘먹었어요~~,5,5,5,,레드윙,,,,,,,,,X
36530,교촌치킨,성산2동점,2021년 06월 19일,"교촌리얼후라이드/1,교촌허니콤보/1",맛있어요 .. 맛있어요 ^^,5,5,5,,허니콤보, 리얼후라이드,,,,,,,,X
36531,교촌치킨,성산2동점,2021년 06월 19일,교촌순살[R]/1,"저번에 시켜먹었을때보다   치킨이 짜요 ㅠㅠ 
양은 많았지만 조금 간장을 적게 해야될듯해요 
잘먹었습니다",3,5,5,,순살후라이드,,,,,,,,,0
36532,교촌치킨,성산2동점,2021년 06월 18일,교촌오리지날/1,굿,5,5,5,,오리지날,,,,,,,,,X
36533,교촌치킨,성산2동점,2021년 06월 17일,교촌살살치킨/1,늘 맛있어요. 오자마자 클리어 ㅋㅋ,5,5,5,,살살치킨, 살살치킨,,,,,,,,X
36534,교촌치킨,성산2동점,2021년 06월 15일,교촌반반윙/1,양념도 듬뿍 너무 맛있어요💜,5,5,5,,반반윙,,,,,,,,,X
36535,교촌치킨,성산2동점,2021년 06월 12일,"교촌허니콤보/1,교촌레드순살[S]/1",레드 왤케 맛있는건지 허니콤보+레드 순살은 진리,5,5,5,,레드순살, 허니콤보,,,,,,,,0
36536,교촌치킨,성산2동점,2021년 06월 11일,"교촌허니순살[R]/1(사이드 메뉴(쫀드칸꽈배기（콘치즈）),디핑소스 추가(교촌무우))","매번 주문해서 먹지만 정말 너무 맛있어서
질리지도 않아요
맛나게 잘 먹었습니다",5,5,5,,허니순살,,,,,,,,,0
36537,교촌치킨,성산2동점,2021년 06월 09일,교촌반반오리지날/1,저녁대신 오늘은 치킨이닷 😊,4,4,4,,반반오리지날,,,,,,,,,X
36538,교촌치킨,성산2동점,2021년 06월 07일,교촌반반윙/1,받자마자 넘 먹음직스러 보여 그만 한입 베어물고 사진을 찍게 되었네요... 맛있어 주금~,5,5,5,,반반윙,,,,,,,,,X
36539,교촌치킨,성산2동점,2021년 06월 06일,"교촌반반윙/1,생맥주（1000cc）/1","역시 교촌치킨이 답 입니다,최고예요.
배달 수고하셨습니다.",5,5,5,,반반윙,,,,,,,,,X
36540,교촌치킨,성산2동점,2021년 06월 06일,"교촌윙/1,교촌레드윙/1,생맥주（1000cc）/2",배송 예정시간보다 일찍 도착했어요.수고하셨습니다.,5,5,5,,윙, 레드윙,,,,,,,,X
36541,교촌치킨,성산2동점,2021년 06월 05일,교촌반반콤보/1,"맛이
예전보다 별로네요",4,3,5,,반반콤보,,,,,,,,,X
36542,교촌치킨,성산2동점,2021년 06월 02일,"교촌허니콤보/1,교촌반반콤보/1",늘 진리죠 맛있어요,5,5,5,,허니콤보, 반반콤보,,,,,,,,X
36543,교촌치킨,성산2동점,2021년 05월 31일,"교촌오리지날/1(사이드 메뉴(교촌웨지감자（세트）)),교촌반반오리지날/1(사이드 메뉴(교촌웨지감자（세트）))",.,5,5,5,,오리지날, 반반오리지날, 사이드, 오리지날,,,,,,X
36544,교촌치킨,성산2동점,2021년 05월 31일,교촌반반윙/1,"교촌치킨 양이 원래 이렇게 많았나요??? 배달온 모습 보고 깜짝 놀랐습니다 치킨이 산처럼 쌓여서 왔어요 덕분에 배부르게 먹고도 남아서 나중에 한끼 더먹었습니다 어메이징,,, 맛도 좋네요",5,5,5,,반반윙,,,,,,,,,X
36545,교촌치킨,성산2동점,2021년 05월 30일,교촌윙/1,교촌이 이렇게 맛이없엇나..,1,5,5,,윙후라이드,,,,,,,,,X
36546,교촌치킨,성산2동점,2021년 05월 30일,교촌반반윙/1,배달도 빨리오고 요청사항도 잘 들어주셔서 감사합니다👏🏻👏🏻,5,5,5,,반반윙,,,,,,,,,X
36547,교촌치킨,성산2동점,2021년 05월 30일,교촌레허반반순살/1,늘 맛있어요 ~!,5,5,5,,레허반반순살,,,,,,,,,0
36548,교촌치킨,성산2동점,2021년 05월 29일,교촌허니오리지날/1,자주시켜 먹는거라 잘먹었습니다,5,5,5,,허니오리지날,,,,,,,,,X
36549,교촌치킨,성산2동점,2021년 05월 28일,교촌허니순살[R]/1,겉바속촉 맛있어요,5,5,5,,허니순살,,,,,,,,,0
36550,교촌치킨,성산2동점,2021년 05월 27일,교촌허니콤보/1,항상젤좋아하는맛이라네요  절대질리지않는단짠의조합이래요,5,5,5,,허니콤보,,,,,,,,,X
36551,교촌치킨,성산2동점,2021년 05월 27일,교촌시그니처세트/1,배달도 빨리왔고 맛도 좋고 역시 교촌은 배신을 안하죠..,5,5,5,,시그니처세트,,,,,,,,,X
36552,교촌치킨,성산2동점,2021년 05월 26일,교촌허니콤보/1(사이드 메뉴(교촌웨지감자（세트）)),배달이 빨라서 좋아요,5,5,5,,허니콤보, 사이드,,,,,,,,X
