word,freq
점심식단,5
올리고나면,5
식단올리라,5
저녁식단올리면,5
저녁식단올리라,5
이미올렸는,5
잔소리하지마요,5
안나와요ㅜㅜ,5
켜놨는,5
안돼요ㅜㅠ,5
참가할수,5
간헐적단식,5
내보내기,5
버벅대,5
범벅인,5
제페토보다,5
안찍힘,5
깐건,5
친구식단,5
주는기능,5
유용했던,5
사과농장,5
가능해서좋아,5
통계,5
안쓰게되요ㅠ,5
자극받고,5
사진찍으면,5
아시는분ㅜㅜ,5
세분화,5
신체기록,5
소변,5
배뇨일지,5
갔는지,5
수가없습니다,5
키로인분,5
모르는사람과,5
체중비슷한사람,5
으면,5
마는,5
되져,5
싶어오,5
깔끔함,5
타겟팅해,5
보내주세,5
사용방법,5
함게,5
섯개,5
톡방,5
잘려요ㅠㅠㅠ투머치,5
토커라,5
글게써야,5
구글핏연동해,5
안잡히는,5
에러인거,5
갤럭시쓰는,5
연동이안되나,5
미밴드,5
호환되지,5
공유기능,5
입력된게,5
느리게떠,5
업체보다,5
실용성,5
드립니당,5
멤버관리,5
인원제한,5
인원제한수,5
늘릴순,5
다깔아봤는,5
사진이던,5
신체사진이던,5
추가할수있게,5
쌓여있었는데,5
며칠간,5
되지않아,5
쌓여있던,5
사라졌네,5
부탁드립니다ㅠ,5
인터페이스간단,5
활성화해주세,5
편리해서,5
방법없을까,5
안들어용,5
편하게굿,5
딱제가원했던,5
인터페이스네용,5
보냈었는,5
요청드린,5
수정됐네,5
알림댓글,5
수신할,5
재밌어졌어요,5
이예,5
속상하게ㅠㅠ,5
한계정,5
그룹원들,5
그룹화하려는,5
한그룹,5
프로버전,5
구매하여,5
사용하였는,5
안뜨네요ㅡㅡ,5
자꾸멈추고,5
렉먹고,5
회원탈퇴도안,5
알람끄고싶은,5
숨기신것같은,5
걸음측,5
비번찾기,5
찾나,5
안보내지나,5
기능제공쫌,5
꼭해주세요ㅜㅜㅜ,5
그룹톡빨리사용할수있게해주세,5
쉽게돼인네,5
안눌러지네,5
댓글달아,5
적용이안돼,5
제발고쳐쥬세요ㅠㅠㅠ,5
미밴드랑,5
구글이랑,5
연동되나,5
복사,5
트렉킹,5
꺅,5
갤럭시도ㅠㅠ감사,5
알람오나,5
뭐죠,5
동기부여예,5
년결제한거,5
게해나,5
찾기어렵네요,5
비밀번호찾기,5
안돼요재설정,5
삭제해주세요,5
다이어라,5
재밌을꺼,5
깰꼼,5
파티,5
개편함,5
달수있게,5
켤수있게,5
쓸만함,5
어주세여,5
데유,5
친구들고ㅓ,5
좋아요ㅎㅎㅎㅎ,5
미리그램,5
꿀잼토리,5
꿀잼타,5
괜찮긴,5
갤럭시쓰,5
갤럭시기본앱인,5
헬스쓰면,5
좋아요오,5
좋아융,5
쪼아,5
황작가은요새매일새벽아침에운동하러어머니,5
작가아들,5
학교운동장에나가서똑,5
걷고체력강,5
열삼히운동했다,5
서아침,5
저녁에몸에좋은것골고루식사,5
원점에다시걷기및운동도한다밀리그식단운동신체기록앱국내,5
아침새벽운동및아침,5
골고루몸에좋은음식,5
앱를업데이트했다,5
좋아욧,5
아직좋음,5
오케이시작이다,5
체고체고,5
별로예요,5
다시깔아,5
돌아오,5
출금할,5
거뜬,5
관리자,5
도서관,5
어플임,5
카카오,5
상술,5
다른것,5
인기,5
아닙니까,5
돈도벌고,5
카카오톡,5
됐고,5
챌린저스앱,5
안하,5
외국,5
내내,5
홈페이지,5
잔뜩,5
증명,5
하지마세,5
진행되,5
아직까진,5
지난주,5
있을것,5
양성,5
설레,5
주머니,5
잘할,5
증거,5
입맛,5
이또,5
모카,5
컨셉방,5
인터뷰,5
데뷔,5
존나,5
립밤,5
투어,5
글로벌,5
군,5
파주,5
스프링,5
테니스,5
왔다고,5
안방열풀캠,5
러블리즈,5
교체,5
쟈가즈아_인생인생스타트팩인생영양제챌린저스랜선대회,5
제차,5
계절관리제,5
챌린저스회차수도권대기환경청,5
환상,5
콜라보레이션마지막,5
조사키보드,5
점유,5
차지더,5
주말리그_전반기,5
안내일시,5
원주,5
태장공원,5
야구장상대,5
선린더,5
위해챌린저스,5
실천미세먼지,5
챙겨요더,5
이벤트이거,5
팝콘각챌린저스,5
𝙍𝙚𝙨𝙪𝙡𝙩거침없,5
챌린저스장,5
장해,5
밀크터치,5
미백잘,5
죌,5
핑크빛,5
패키징,5
예쁘네요아침,5
패드,5
피부닦고,5
세럼으오,5
촉촉하게,5
관리중_밀크터치잡티세럼잡티패드챌린저스랜선대회,5
𝐬𝐡𝐨𝐨𝐭저축은행,5
털이그,5
일기호르몬,5
정복했,5
걸으며,5
호르몬,5
싸우,5
중더,5
모두투어챌린저스,5
모두투어,5
진심이니까,5
여행챌린지태국,5
치앙,5
태국,5
방콕,5
파타야,5
푸켓,5
여행가시는데치앙,5
시골스러운,5
도시,5
클리어새벽,5
여분간,5
일어났더니더,5
클리어오페라,5
현정언니,5
덕에더,5
챌린저스식물성닭가슴살이노센트닭가슴살식물성단백질이노센트챌린저스랜선대회,5
아님빌드업,5
아님저,5
않슴다,5
소규모,5
소보루,5
따뜻해지고,5
금더,5
클리어목소리,5
잃었어도더,5
일기오늘도만보걷기완료오페라,5
민국만세서대문형무소,5
전쟁기념관,5
탐험,5
대원,5
역사교육,5
보내고인더,5
수도권대기환경청챌린저스푸른,5
탄수도권대기환경청제차미세먼지계절관리제,5
이삭토스트,5
랜선대회내,5
토스트조만간,5
스크램블,5
에그,5
먹고말테야더,5
시청해야,4
운동할수있었으면,4
넷플릭스,4
추천프로그램,4
검색가능,4
뛰었는,4
중급,4
눌렀다,4
즐거워,4
다녀,4
수영,4
수정해야,4
운동인지,4
새삼,4
안내해줘,4
무료여,4
사라졌습니다,4
섞인,4
뜨질,4
기본베이스,4
포함되어,4
음소거,4
앱종료,4
로그인해야,4
끊김,4
담당,4
피트니스,4
운동강도,4
오랫만,4
더빙,4
매트,4
좋구요,4
버그수정,4
재설치해야,4
넘어갈,4
맨손,4
런클럽,4
보여주,4
개별,4
좋습니,4
스플래시,4
사용못,4
접,4
전신운동,4
탁월,4
어디서나,4
오디오,4
가입하려는,4
뜨네요ㅜㅜ,4
들어오면,4
일정편집,4
운동등,4
더니,4
남은시간,4
사용가능한게,4
로그인하,4
플랜기능,4
미러링,4
산,4
언더아머,4
연결오류,4
시범,4
많은도움,4
신발,4
케틀벨,4
없어졌나,4
웹페이지,4
갤럭시워치,4
좋군요,4
줄줄,4
날씬,4
가성비,4
개좋음,4
인치,4
최강인듯,4
잘되요,4
너무좋습니다,4
사용해보겠습니다,4
넘좋아요,4
사랑해,4
아주좋음,4
층간,4
소음,4
짱이에여,4
파트너,4
길잡이,4
연결할,4
나이키라,4
요망,4
너무좋고,4
뭐하,4
운동라이브러리,4
다시깔았는데,4
운동앱이예요,4
전문,4
운동앱중,4
지움,4
싸랑,4
피트니스앱,4
초보자분,4
진,4
주의사항,4
됬습니다,4
좋겠어용,4
다양한운동,4
괜찮다,4
짜줘,4
리뷰할,4
좌우,4
퍼스널,4
최적,4
강도별,4
개인트레이너,4
하세요,4
버퍼,4
맨,4
영상보고,4
좋아요ㅎ,4
초급자,4
알았나,4
없이,4
타이머소리,4
부족함,4
왠지,4
나왔어,4
점핑잭,4
틀어놓고,4
좋은대,4
있을때,4
안나와요,4
장기,4
고맙다고,4
운동초보,4
완전좋아요,4
도구없,4
지루하지않고,4
운동용,4
주르륵,4
완존,4
좋당,4
그럴거면,4
최고의앱,4
번역,4
수정바랍니다,4
반복해,4
부담없어,4
잡아주고,4
신기할,4
피티받,4
좋은듯,4
관절,4
깔았다,4
엑세스,4
든든,4
해주어,4
음악들으며,4
성별,4
시범영상,4
심심,4
기초체력,4
대문자,4
고민이었는,4
설치후,4
고급,4
받는거,4
어떤운동,4
좋겠는,4
설명해주고,4
그거빼고,4
즐겨찾기,4
맞추어,4
안나오,4
해볼까,4
땀나고,4
어플이네,4
조아,4
지인분,4
가능한가,4
알려주시면,4
안들어,4
운동이든,4
가슴운동,4
개선점,4
안타깝게,4
가입이안되,4
비추,4
실행시,4
안됌,4
페북로긴,4
만든거,4
한글버전,4
해주시던지,4
확인좀,4
올바른,4
팅겨,4
최강,4
모달창,4
악착,4
긴장감,4
챙길,4
석조,4
강화,4
못하겠네,4
어렵네,4
결재,4
미인증처리,4
의심,4
부탁드리고,4
준다니,4
비씨카드,4
희망,4
무서워,4
점검,4
챌린져,4
돌려주고,4
사업,4
같은목표,4
취향,4
타고,4
다짐만,4
카드취소,4
공감,4
습관화,4
이러는,4
도전정신,4
지질,4
인증하려,4
애초,4
해서,4
마음가짐,4
장난,4
최신버전,4
이루기위해,4
요ㅡㅡ,4
오프라인,4
산책,4
재참가,4
즉,4
입장,4
중독,4
잃고,4
할지,4
구나,4
인사,4
군것질,4
성공이면,4
치,4
호감,4
승관이,4
고통,4
넷마블,4
아스달,4
인성,4
티켓베,4
버스,4
사장님,4
애기,4
뚜,4
이러십니까,4
관리해,4
털,4
티빙,4
문단,4
성적,4
유니버스,4
리벤지,4
배틀,4
남편,4
본선,4
응원해,4
라운드,4
𝟐𝟎𝟐𝟒,4
기아,4
울프,4
리벤지배틀,4
유니버스티켓,4
𝐋𝐂𝐊,4
미친스킨,4
모발,4
나자루,4
개막,4
𝐁𝐑𝐎,4
돌입,4
실패했다,4
안올려서,4
반품할까,4
편리할거,4
중결론,4
휘뚜루마뚜루,4
넣어다님단점,4
보습,4
일기오늘도만보걷기완료아침,4
온대,4
우산은더,4
일기어제,4
잊은만보걷기기록자기,4
허전,4
ㅎㅎ더,4
빌드잇,4
설립,4
청년,4
인재,4
건전,4
문화,4
빌드유,4
서포터스,4
도전하여,4
모집개요더,4
여행에진심이니까추억여행모두투어챌린저스도톳리현일본걷기대회그랜드슬램걷기대회일본,4
장거리,4
입문후,4
가게,4
일본여행,4
일본걷기대회,4
이대회,4
지칭했던거,4
반겨주고,4
친절했던,4
생생,4
쳐주구,4
그랬었다,4
식히고,4
족욕장,4
난다,4
반대방향,4
했었다,4
좋은추억이다,4
돗토리현,4
가보고,4
리스테린,4
가그린,4
남기면,4
입안,4
개운,4
입원해서,4
잘쓸,4
리스테린빈틈없는일구강토탈케어,4
간지러우니더,4
브라운체온계챌린지챌린저스,4
기수교원시스템,4
엄마오공주들,4
보여주는기도응답,4
오늘도더,4
일기황사,4
흐린,4
서도만보걷기완료황사,4
𝙍𝙚𝙨𝙪𝙡𝙩봄보다,4
서울시,4
춘계,4
야구대회,4
결과일시,4
구의야구장상대,4
선린,4
챌린저스더,4
뉴스아이이에스스포츠대회챌린저리그스프링플레이오프한화생명스포츠가연승,4
올라갔고,4
위인농심이스포츠아카데미와위인롤스터가최상위권,4
위였던광동프릭스는현재,4
공동,4
내려가게,4
통해디플러스기아저축은행브리온,4
프릭스개의팀,4
중위권,4
형성하게,4
뉴스아이이에스,4
일기아침,4
추웠,4
만보걷기완료오늘,4
오픈조,4
마감조,4
근무더,4
일기비,4
내리,4
만보걷기완료오후,4
내리더니,4
키메라제회,4
칸영화제,4
경쟁부문,4
초청작봉준호,4
올타임,4
인행복,4
라짜로,4
알리체,4
로르바케르,4
최신작더,4
클리어아직,4
퇴근길,4
보며더,4
일기오늘도만보걷기완료병원,4
백화점,4
마트,4
들러,4
달간,4
동거동락하던,4
떠나갔습니다웃기,4
웃고,4
우울,4
버팀,4
되어주었고,4
믿습니다더,4
클리어오늘,4
힐링하며,4
진행더,4
데이즈온흰강낭콩건강식단다이어트식단챌린저스랜선대회요즘,4
살이찌고,4
있던중,4
흰강낭콩하루,4
불리고,4
삶고,4
소분,4
많이감콩,4
사봤는,4
괜츈더,4
일기오늘도만보걷기완료퇴근길,4
들렀다,4
왔더니더,4
매치업폭풍전야,4
경보,4
발령,4
시청하실,4
일기오늘,4
만보걷기완료배고픈,4
안돌고,4
부엇,4
없음더,4
품질,4
스프레,4
재구매할,4
예정이다,4
사랑할게,4
고마워여_미마마스크미마물티슈미마구강스프레이미마핸드워시챌린저스랜선대회챌린저스,4
일기오늘도만보걷기완료부모님,4
결혼기념일,4
예약해,4
케이크,4
픽업하며더,4
일기쉬,4
완료낮,4
화단,4
빨랫줄,4
진행하시,4
엄빠,4
도와드리며,4
옥상,4
돌아댕기며,4
돌아댕김더,4
교수학습지원센터,4
학기,4
상세내용,4
강남대학교,4
참조,4
기승,4
부려,4
지구촌나눔운동,4
일지구촌,4
에코,4
발대식,4
일기오늘도만보걷기완료식욕,4
별로임더,4
일기오늘도만보걷기완료홍대,4
돌아다니며,4
가뿐,4
클리어더,4
일기오늘도만보걷기클리어,4
회복됐,4
별로인,4
몸더,4
일기오늘도만보걷기완료화이트데이니까,4
화이트치즈,4
올려진,4
일기할,4
까먹,4
어제의만보걷기기록자기,4
까먹었어ㅎㅎ더,4
클리어쉬,4
방구석,4
일기출근,4
만보걷기완료움직이기,4
날이었,4
출근했고더,4
일기세상,4
특별했던,4
오늘도만보걷기완료캠프,4
보내고더,4
커버,3
도전했다,3
넣,3
접할,3
진도,3
리듬,3
유산소,3
다신,3
안하려구요,3
인가,3
줬으면,3
받습니다,3
본인인증,3
편리할,3
잡아주세,3
늦네,3
씨름,3
빈번,3
켜놔,3
개선해주셨으면,3
옮기기,3
작아,3
알려주니,3
짜임새있게,3
아주좋,3
빨리해결해주세요,3
회원가입하,3
여러명,3
현타,3
쉽진,3
해결해주세,3
오류나네,3
쓰지도못,3
종목,3
코드,3
멈추,3
근육질,3
몸매,3
배움,3
풍부,3
빼면,3
학교,3
여성,3
말아라,3
유용함,3
뛰어야,3
주셨으면,3
어후,3
런닝,3
미쳤다,3
발생했다며,3
잘못된,3
잃어,3
가입화면,3
안뜨면,3
친구추,3
할거면,3
체지방,3
백프,3
취소할,3
각도,3
만족이,3
나요,3
신,3
길러지고,3
꼼꼼,3
수업,3
니요,3
배워,3
아주좋습니다,3
올스타,3
몇분째,3
말곤,3
문제해결,3
좋습니다ㅎ,3
필요가없네,3
되버렸어,3
건강한몸,3
좋내요,3
만족도,3
멀티태스킹,3
시작화면,3
못채웠어,3
민국,3
안해줘,3
안나오는,3
안해줌,3
좋은지,3
잡아줘,3
역대급,3
인앱,3
안보임,3
근력운동,3
어플로,3
짜기,3
내몸,3
높아짐,3
산만,3
최고인거,3
켜놓고,3
아픈,3
처음시작,3
지도,3
알면,3
런칭,3
일절,3
빈화면,3
수정해,3
아주좋아,3
주차,3
어나,3
실내,3
애용하겠습니다,3
생각한다,3
조합,3
해주니까,3
행사,3
뭘까요,3
알기,3
쓸모,3
어주니,3
되겠습니다,3
운동할수,3
꿀,3
뛰어납니다,3
양아치,3
경찰,3
무리하지,3
해낼때,3
없을,3
돈주고,3
되겠네,3
사라집니다,3
어플인듯,3
업글,3
다지기,3
해보는,3
돌아가네요,3
졸라,3
너네,3
많네요,3
돌고,3
안뜹니다,3
이거좀,3
바빠,3
설정후,3
눌러서,3
헬스장가기,3
강추강추,3
다른데,3
보이던,3
거겠지,3
해놨는,3
기뻐,3
예상,3
나해,3
지웟다,3
해야돼,3
고쳐지면,3
같긴,3
나오니,3
안나오나,3
어야지,3
좋을텐,3
비정상적,3
입력하,3
어지네,3
쉽네요,3
감동,3
옴,3
는데,3
나네,3
환불요청,3
수단,3
벌수,3
목표정,3
적혀,3
생활할,3
행운,3
어주는,3
엉성,3
식이면,3
너무좋은,3
이용하겠습니다,3
첨부,3
분위기,3
오래오래,3
그리구,3
겁니까,3
일관성,3
쳐,3
싶지,3
발생해,3
나서야,3
인증완료,3
어떡하,3
낸,3
에너지충전,3
내면,3
밤낮,3
뺀,3
날렸네,3
수십개,3
인증하여,3
지키기,3
꿈,3
감수,3
오류인지,3
이슈,3
보고자,3
알게되었는,3
생활속,3
나왔는데,3
그리,3
로그인도안,3
싫어져,3
열리지않아,3
긋,3
해주네,3
분전,3
챌린지앱,3
빡치네,3
해외거주자,3
바래,3
제휴,3
흥미롭고,3
않던,3
어줍니다,3
만세,3
끝날때,3
좋은앱이,3
해주시,3
만보챌린지,3
문젠,3
걸게,3
받자고,3
성공못,3
로그인안,3
아니어,3
생각이,3
이자,3
다른사람들,3
평일,3
열면,3
시작한다,3
알아보고,3
요즘같,3
부디,3
지나야,3
회수,3
잔,3
쓰여,3
시작했다,3
늘어나,3
어제보다,3
않는다고,3
어주네요,3
명언,3
지나니까,3
어쩌자는,3
될것,3
안뜨는,3
바래요,3
쉽지않,3
수정해주세,3
틀린,3
없지,3
재밌네,3
몇백원,3
않아요ㅠ,3
있었어,3
나약,3
재미있네,3
써보세,3
제생활,3
챌린지해,3
실행하게,3
미뤘던,3
바이러스,3
차감,3
정할,3
기상인증해야,3
물먹기,3
어쩌구,3
자기개발,3
바꿀수,3
빡시게,3
접속안,3
느껴요,3
급한건,3
인출,3
행위,3
해봐야,3
똑같은,3
감당,3
기르고,3
다루,3
생각할,3
한것,3
칭찬해,3
인증할수,3
천장,3
꺼지네,3
만원걸고,3
하트기능,3
많다고,3
신경쓰고,3
믿음,3
눈물,3
ㅍ,3
우,3
선생,3
태어나,3
언제나,3
연휴,3
ㅣ,3
발신,3
새마을금고알림,3
대출건,3
원금이자,3
상환합계,3
평범,3
사측,3
대화,3
엄마,3
얘들아,3
레전드,3
팬분,3
티,3
제노,3
현실,3
비하인드,3
가슴,3
팬미팅,3
성한빈,3
애니메이션,3
바르고,3
만화,3
덕목,3
공연,3
거울,3
관,3
_____,3
잘생기고,3
연예인,3
샤워,3
한남,3
사회,3
코잉,3
무료보기,3
재벌공미인,3
애욕,3
트윗,3
애들,3
ㄹ,3
시드,3
콜로소,3
못생기고,3
신작,3
로맨스,3
자산,3
뚱뚱,3
냄새,3
가보자,3
팀별,3
티켓팅,3
투표,3
패스트,3
라이브즈,3
우아,3
한화생명스포츠,3
호주,3
스플릿,3
누룩,3
호주워홀준비,3
예고편,3
구일,3
극장,3
𝗖𝗟,3
𝐏𝐎,3
𝐑𝟐,3
씬,3
𝐒𝐏𝐑𝐈𝐍𝐆,3
출전팀,3
아시아,3
스타,3
인비테이셔널,3
와챠롱,3
하애지고,3
깨끗해지고싶다,3
잡티여,3
없어져라,3
외치며,3
기회삼아,3
시도해본다_밀크터치잡티세럼잡티패드챌린저스랜선대회,3
어플보더,2
각끔,2
변해버리,2
트렉,2
써져,2
죽다,2
살아났음,2
적당한,2
일이키,2
빠졌음,2
상태ㅠ,2
십키로,2
지우지,2
밤에,2
짜거나,2
뛰거나,2
끼여,2
체육관,2
운동씩,2
환경에,2
고르는게,2
고마워요,2
싶어졌어요,2
무료라,2
필요로해보,2
봐주시면,2
날것,2
반영하여,2
계획할,2
반영되지,2
활동기록,2
짜준,2
운동반영,2
짜주는건지,2
썼었,2
나오다,2
빈번해,2
드는게,2
안나게,2
개별입력,2
진행하거나,2
높이,2
진행해야,2
감사할,2
실감,2
경쟁사,2
프로그램보다,2
뛰어난데,2
늘었습니다,2
내실,2
전공,2
포즈,2
중점,2
현지화,2
성우,2
컨텐치,2
플레이시,2
변형,2
하였으나,2
업데이트되었,2
누르라길래,2
쓰던앱,2
사용못하게,2
밀었더니,2
다잡아주,2
웨이트나,2
나타나는,2
운동코스,2
생략,2
여긴,2
좋습니다기준초급,2
저장해둔,2
기본프로그램,2
모자라는건,2
완벽해졋습니다,2
효율적인,2
도와주웟네,2
커지는,2
땀흘리,2
흘릴,2
소위,2
헬린이용,2
킬,2
법률,2
번거로운건,2
둘째치고,2
변경될,2
스팸문자,2
갈아탈까봐요,2
안그랬던,2
사용하려니까,2
나네요ㅠㅠ다음운동,2
되어버립니다,2
운동종료,2
포기했네,2
편리했습니다,2
놓던,2
과정처럼,2
보이스,2
디렉션,2
예방,2
높여주는,2
앱쓰지마세,2
재설치해야지,2
돌아갑니다,2
나타나,2
삭제될,2
불량,2
반복된로그인,2
데이터로딩,2
부셔버리고,2
떴다고,2
주고자,2
공적,2
해결해볼텐,2
중이었는데,2
종료되버리,2
불가능해져,2
휴식,2
운동종료버튼,2
가리지,2
좋겠구,2
러닝클럽,2
안잡히고,2
번거러웠는,2
제공해준다,2
힘빠집니다,2
운동빡세게,2
안남고,2
있었는데,2
사라져버리고,2
아무화면,2
나타나지,2
현상때문,2
설치했네,2
앱켜니까,2
되있네요,2
켰더니,2
이따,2
날린,2
영상볼때,2
다외웠으면,2
없겠는,2
당황스러움,2
질려,2
웃으면,2
실행화면,2
설치함,2
나레이션,2
매끄럽지,2
코칭해주,2
장비없,2
자세한설명,2
어렵다고,2
다음단계,2
달궈지,2
클럽나이키,2
건강관리할,2
거예요,2
해여ㅠㅠ,2
날라가고,2
오락가락,2
차별점,2
측정되지,2
리셋하,2
운동할것,2
멈추지,2
해주십시,2
회면에,2
분밖,2
숨쉬기,2
저질이란,2
깨달음ㅋㅋ,2
해야겠어,2
책읽어주,2
톤,2
넘치던,2
듣고싶다,2
운동의욕,2
사그라듬,2
기구운동,2
올라왔으면,2
스케쥴링,2
나와있으면,2
가입절차,2
밟았는,2
등록권한,2
셀프트레이닝,2
주회면,2
회면,2
버그인가요ㅋㅋㅋ,2
올려주세요,2
발레핏,2
운동정보,2
해제,2
상태라면,2
계속하려면,2
설정변경하라,2
각부위별,2
여타어플도다,2
운동한게,2
중단해,2
운동세트,2
할수있네요,2
설치삭제설치,2
흘렀는데,2
탐,2
알려주셔,2
운동설정,2
터치해,2
안납니다,2
뛰는,2
연결할수없다고,2
사라지기,2
체력증진,2
있겠네요,2
켰다,2
버거운,2
닥치고,2
가야한다,2
별별,2
헬스앱,2
최악이다,2
격,2
오류네요,2
분류별,2
하였으며,2
레벨,2
운동조건,2
여러기지,2
해당주,2
운동량을비교분석,2
향상시킬수,2
해결좀해주세요,2
기본설정만됩니다,2
업데이트해주세요,2
효과적이구,2
코로나시기,2
ㆍ,2
수준별,2
큰효과,2
완성해가,2
있읍니다,2
안맞거나,2
음량,2
줄어들거나,2
많으나,2
조언,2
듣으며,2
안내고,2
미안할,2
넘어갈때,2
후반,2
어느단계하,2
안해주는,2
다제,2
끝나는멘트처럼,2
신경쓰랍니다,2
평소같으면,2
힘들어죽겠는,2
시작시간,2
유의점,2
조와,2
시도해보,2
잡아주는게,2
타바타,2
양질,2
프로그램들,2
경험해볼,2
피트니스센터,2
요가원,2
설명해주면,2
해볼게,2
기본값,2
운동관련,2
없을까요,2
기록공유,2
했을시,2
사진선택이안되,2
검정화면만뜨는,2
개선좀해주세요,2
아무이유없,2
끊기면,2
이문제좀,2
사횽가능,2
얼마되진,2
안오고,2
변했네,2
로그아웃되지,2
이용할수있게,2
재실행,2
필수템,2
관리부탁드립니다,2
대기중이,2
화가나네요,2
운동하긴,2
운동하려는,2
힘빠져,2
도움이많,2
기대할,2
가입권한,2
빠른시일,2
고쳐지기,2
다운로드하,2
다운할,2
안한건줄,2
헤맸네,2
쪼꼬,2
안맞는,2
괜찮아요,2
넘기다,2
안넘어가거나,2
출력,2
엉망이,2
되다니,2
망해가는거,2
괜찮은듯,2
자주나,2
운동구성,2
좋아져요,2
점준다,2
수정안할시,2
뒤쳐질꺼다,2
고쳐라,2
신장,2
바꿔지신다는분,2
셔,2
한국식,2
설정하시면,2
바꿔져요,2
네트워크로,2
약관동의,2
홈트앱중,2
틀어놓으면,2
소개화면,2
수정하시면,2
야외운동,2
안뜨네요,2
아이폰둘다,2
런너스클럽,2
최고인것같습니다,2
코어,2
단계별,2
최고앱,2
수강료,2
사줘야겠네,2
잘되면,2
어플같은데,2
영상다운로드,2
땀빼기,2
몸밸런스,2
좋아짐,2
지나간,2
나타내주,2
맞지않습니다,2
시간보다,2
빨리도착해,2
보낸다,2
풀리고,2
문자인증하게,2
기록되있나,2
로딩에러,2
자주발생함,2
턉아,2
사라져버렸네요,2
좋은거같음,2
다른운동,2
일괄다운이,2
지원좀,2
없다고하며,2
고객센터에,2
이루어져,2
용이함,2
레벨업,2
뱃지성,2
할인코드,2
연결되면,2
금상첨화,2
지날수록,2
무료로,2
계솓,2
연락주세요,2
딱좋,2
안드로이드라,2
엄선,2
연령,2
운동스행능력고려,2
초중고급,2
멋지네,2
간지나,2
운동하게됩니다,2
초급이맞나,2
좀헷갈려,2
ㅋㅍ,2
년만,2
처음이네,2
설계한놈,2
뇌구조,2
가장자리,2
안뜹니다ㅜ,2
다운가능했으면,2
좋아진다,2
세부적이면,2
좋습니다ㅋㅋ,2
해야함,2
어류,2
애먹는거,2
개선좀하시지,2
운동기구별,2
운동검색,2
심플하,2
홈요가,2
나긴하,2
광고없고,2
쭝분,2
없앰,2
제정신임,2
이ㅛ습니다,2
안됩니다ㅠ,2
운동부족인건지,2
ㅜㅜ분,2
울렁거리고,2
죽다살아났네,2
팔다리,2
후덜덜,2
알뱃어,2
화이팅해,2
되야겠네,2
애용해야,2
생겼네요,2
도움은됩니다,2
그렇즛,2
삭제됐고,2
사라짐,2
무성의,2
좋은제품,2
짱임돠,2
플랜좀,2
살려주세,2
브라,2
정떨어져,2
삭제함,2
단계적,2
오류가뜨네,2
혼지,2
잘보고,2
배우고,2
홈트어플중,2
약정,2
내장비,2
통통이,2
개월후,2
년후,2
년째인,2
자주씁니다,2
다시쓸,2
올빼미,2
주시나,2
회원가입후,2
정확하군,2
접근불가,2
상실,2
최적의앱,2
없다는,2
어쪄,2
운동방식,2
보기불편,2
자주하,2
오류뜨면,2
쓰라는건지,2
운동저장,2
돌려줘,2
초보자인,2
불안정해졌습니다,2
끊기고,2
말소리만나오다,2
안나오다,2
염,2
점진적,2
과부하되지안네요,2
아이디로,2
좋아요이,2
살엄청,2
빠지는중이,2
통증,2
벗어났어요,2
통신,2
뭔말,2
에러뜨네,2
미러캐스팅,2
좋아요꾸준,2
할게요,2
배우며,2
오류투성,2
다운안됨,2
생년원일,2
입력할수,2
도움되요,2
오브,2
운동내용,2
안받아지네요,2
나오죠,2
만점인,2
좋아뇨,2
줄어들었나,2
줄고ㅠ,2
없네요ㅠ,2
쓴당차세대,2
명문나곡중,2
불태웁시다,2
입력불가,2
가입불,2
한국나이키,2
맡겨,2
여자애들,2
버려야한다,2
살지,2
너희,2
려한다,2
거치고,2
공격적,2
살아라,2
보호대상,2
한국폐미,2
최강자,2
연동시켜주세요,2
플랜설정,2
플랜설정후,2
듭니당ㅜㅜ,2
홈트최고어플,2
알차요,2
해제됨,2
다운받으세요,2
달리기,2
내용좋네요,2
키단위,2
알아보겠어요,2
연결오류좀,2
앱최적화나,2
켜기,2
싫에,2
미친앱임,2
좋음아주좋음,2
긴말,2
왜계속로그인하라는거예,2
매우좋아요,2
알찬내용,2
샘,2
권한좀,2
주삼,2
말해뭐합니까,2
나이키가,2
일에,2
좀더다양했으면,2
빠져요,2
운동메이트,2
추전받았어요,2
펼리,2
굿굿굿굿,2
프로그램이란,2
일되,2
섞여,2
야외,2
하자니,2
주실때,2
뛰,2
눕,2
풀림,2
예전처럼,2
자세별,2
흐르,2
건너뛸수있게,2
영상처럼,2
나오니까,2
디스크나,2
손목안좋아,2
요가나,2
맞추ㅎ,2
ㅎㅎ귯,2
자꾸멈춰요,2
좋더,2
운동됩니당,2
제격,2
체형,2
홈트앱,2
보았으나,2
비교불가,2
매우좋음,2
해결부탁드려,2
제시해주,2
맞춤형플랜,2
사용자취향,2
나이키런클럽,2
오류투성이,2
개힘들다,2
몇만시간,2
비밀번호재등록시,2
제메일,2
안아,2
초보들,2
클등,2
운동추가,2
운동종류선택후,2
강도평가,2
즐겨찾기해놓,2
삭제되버려,2
즐겨찾기해야,2
미쳐버리겠네,2
부끄럽지않게,2
시정,2
짜증나요,2
사라져요ㅜㅜ,2
풀리네요,2
대학생때,2
행사때,2
일으키네요,2
나름입니딘,2
잘못되었다고,2
가입할수,2
요ㅠㅠㅠ,2
적절치못,2
이거들고,2
헬스장가,2
포기함,2
안오네,2
스팸이며,2
메일함,2
